analysis_id,video_id,video_title,hook_3_seconds,pain_point,customer_type,video_structure,title_pattern,comment_trigger,viral_reason,turning_point,closing_factor,viral_score,reusability_score,analyzed_at,source_video_id
VA_dy_v001_20260720165434439549,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T16:54:34.439515+08:00,
VA_dy_v002_20260720165434444290,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T16:54:34.444260+08:00,
VA_dy_v003_20260720165434448868,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T16:54:34.448830+08:00,
VA_dy_v001_20260720165434565026,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T16:54:34.564998+08:00,
VA_dy_v002_20260720165434570964,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T16:54:34.570929+08:00,
VA_dy_v003_20260720165434576627,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T16:54:34.576592+08:00,
VA_dy_v001_20260720165434606217,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T16:54:34.606185+08:00,
VA_dy_v002_20260720165434613133,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T16:54:34.613099+08:00,
VA_dy_v003_20260720165434625094,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T16:54:34.625061+08:00,
VA_dy_v001_20260720165434636241,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T16:54:34.636201+08:00,
VA_dy_v002_20260720165434640677,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T16:54:34.640641+08:00,
VA_dy_v003_20260720165434644324,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T16:54:34.644296+08:00,
VA_dy_v001_20260720165434663641,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T16:54:34.663605+08:00,
VA_dy_v002_20260720165434669220,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T16:54:34.669174+08:00,
VA_dy_v003_20260720165434673982,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T16:54:34.673954+08:00,
VA_dy_v001_20260720165434689281,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T16:54:34.689250+08:00,
VA_dy_v002_20260720165434698383,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T16:54:34.698353+08:00,
VA_dy_v003_20260720165434706889,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T16:54:34.706845+08:00,
VA_dy_v001_20260720170341316094,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:41.316074+08:00,
VA_dy_v002_20260720170341321334,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:41.321314+08:00,
VA_dy_v003_20260720170341329176,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:41.329156+08:00,
VA_dy_v001_20260720170341334081,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:41.334053+08:00,
VA_dy_v002_20260720170341338458,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:41.338438+08:00,
VA_dy_v003_20260720170341345893,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:41.345872+08:00,
VA_dy_v001_20260720170341354840,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:41.354820+08:00,
VA_dy_v002_20260720170341358744,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:41.358708+08:00,
VA_dy_v003_20260720170341366367,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:41.366346+08:00,
VA_dy_v001_20260720170341377708,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:41.377661+08:00,
VA_dy_v002_20260720170341381969,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:41.381936+08:00,
VA_dy_v003_20260720170341387087,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:41.387061+08:00,
VA_dy_v001_20260720170341396892,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:41.396860+08:00,
VA_dy_v002_20260720170341401820,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:41.401787+08:00,
VA_dy_v003_20260720170341407252,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:41.407179+08:00,
VA_dy_v001_20260720170341565259,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:41.565230+08:00,
VA_dy_v002_20260720170341572271,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:41.572246+08:00,
VA_dy_v003_20260720170341588742,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:41.588708+08:00,
VA_dy_v001_20260720170341604175,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:41.604136+08:00,
VA_dy_v002_20260720170341610106,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:41.610048+08:00,
VA_dy_v003_20260720170341616246,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:41.616214+08:00,
VA_dy_v001_20260720170341628520,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:41.628436+08:00,
VA_dy_v002_20260720170341634859,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:41.634827+08:00,
VA_dy_v003_20260720170341643133,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:41.643096+08:00,
VA_dy_v001_20260720170341655919,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:41.655883+08:00,
VA_dy_v002_20260720170341661804,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:41.661771+08:00,
VA_dy_v003_20260720170341671391,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:41.671353+08:00,
VA_dy_v001_20260720170341686451,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:41.686418+08:00,
VA_dy_v002_20260720170341693433,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:41.693393+08:00,
VA_dy_v003_20260720170341699653,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:41.699623+08:00,
VA_dy_v001_20260720170358932616,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:58.932590+08:00,
