analysis_id,video_id,video_title,hook_3_seconds,pain_point,customer_type,video_structure,title_pattern,comment_trigger,viral_reason,turning_point,closing_factor,viral_score,reusability_score,analyzed_at,source_video_id
VA_dy_v002_20260720170358937873,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:58.937837+08:00,
VA_dy_v003_20260720170358947856,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:58.947836+08:00,
VA_dy_v001_20260720170358956243,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:58.956219+08:00,
VA_dy_v002_20260720170358962069,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:58.962046+08:00,
VA_dy_v003_20260720170358967372,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:58.967337+08:00,
VA_dy_v001_20260720170358983094,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:58.983064+08:00,
VA_dy_v002_20260720170358987107,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:58.987083+08:00,
VA_dy_v003_20260720170358997924,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:58.997901+08:00,
VA_dy_v001_20260720170359007817,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:59.007797+08:00,
VA_dy_v002_20260720170359015709,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:59.015673+08:00,
VA_dy_v003_20260720170359019843,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:59.019790+08:00,
VA_dy_v001_20260720170359030657,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:59.030635+08:00,
VA_dy_v002_20260720170359033466,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:59.033398+08:00,
VA_dy_v003_20260720170359038935,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:59.038895+08:00,
VA_dy_v001_20260720170359188088,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:59.188041+08:00,
VA_dy_v002_20260720170359194319,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:59.194281+08:00,
VA_dy_v003_20260720170359199567,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:59.199546+08:00,
VA_dy_v001_20260720170359243697,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:59.243667+08:00,
VA_dy_v002_20260720170359251657,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:59.251632+08:00,
VA_dy_v003_20260720170359263836,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:59.263740+08:00,
VA_dy_v001_20260720170359279275,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:59.279244+08:00,
VA_dy_v002_20260720170359285553,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:59.285527+08:00,
VA_dy_v003_20260720170359293776,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:59.293744+08:00,
VA_dy_v001_20260720170359316437,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:59.316411+08:00,
VA_dy_v002_20260720170359327830,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:59.327794+08:00,
VA_dy_v003_20260720170359334255,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:59.334225+08:00,
VA_dy_v001_20260720170359351648,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:03:59.351622+08:00,
VA_dy_v002_20260720170359359964,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:03:59.359926+08:00,
VA_dy_v003_20260720170359369051,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:03:59.369024+08:00,
VA_dy_v001_20260720170415829374,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:15.829355+08:00,
VA_dy_v002_20260720170415836114,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:15.836086+08:00,
VA_dy_v003_20260720170415843066,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:15.843031+08:00,
VA_dy_v001_20260720170415851447,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:15.851423+08:00,
VA_dy_v002_20260720170415856907,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:15.856881+08:00,
VA_dy_v003_20260720170415863998,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:15.863968+08:00,
VA_dy_v001_20260720170415877679,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:15.877642+08:00,
VA_dy_v002_20260720170415883986,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:15.883955+08:00,
VA_dy_v003_20260720170415895559,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:15.895526+08:00,
VA_dy_v001_20260720170415905330,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:15.905313+08:00,
VA_dy_v002_20260720170415911879,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:15.911844+08:00,
VA_dy_v003_20260720170415916680,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:15.916658+08:00,
VA_dy_v001_20260720170415926024,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:15.925995+08:00,
VA_dy_v002_20260720170415934397,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:15.934316+08:00,
VA_dy_v003_20260720170415940547,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:15.940514+08:00,
VA_dy_v001_20260720170416022554,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:16.022538+08:00,
VA_dy_v002_20260720170416032671,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:16.032645+08:00,
VA_dy_v003_20260720170416036711,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:16.036688+08:00,
VA_dy_v001_20260720170416052320,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:16.052291+08:00,
VA_dy_v002_20260720170416056448,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:16.056429+08:00,
