analysis_id,video_id,video_title,hook_3_seconds,pain_point,customer_type,video_structure,title_pattern,comment_trigger,viral_reason,turning_point,closing_factor,viral_score,reusability_score,analyzed_at,source_video_id
VA_dy_v003_20260720170416065872,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:16.065842+08:00,
VA_dy_v001_20260720170416076533,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:16.076504+08:00,
VA_dy_v002_20260720170416085945,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:16.085834+08:00,
VA_dy_v003_20260720170416093759,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:16.093733+08:00,
VA_dy_v001_20260720170416109549,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:16.109527+08:00,
VA_dy_v002_20260720170416117128,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:16.117096+08:00,
VA_dy_v003_20260720170416126654,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:16.126618+08:00,
VA_dy_v001_20260720170416145505,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:16.145468+08:00,
VA_dy_v002_20260720170416152241,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:16.152215+08:00,
VA_dy_v003_20260720170416163245,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:16.163215+08:00,
VA_dy_v001_20260720170433099586,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:33.099569+08:00,
VA_dy_v002_20260720170433106438,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:33.106418+08:00,
VA_dy_v003_20260720170433112086,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:33.112067+08:00,
VA_dy_v001_20260720170433121454,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:33.121435+08:00,
VA_dy_v002_20260720170433125049,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:33.125030+08:00,
VA_dy_v003_20260720170433133745,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:33.133724+08:00,
VA_dy_v001_20260720170433139307,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:33.139291+08:00,
VA_dy_v002_20260720170433144461,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:33.144437+08:00,
VA_dy_v003_20260720170433151384,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:33.151348+08:00,
VA_dy_v001_20260720170433160150,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:33.160128+08:00,
VA_dy_v002_20260720170433165977,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:33.165952+08:00,
VA_dy_v003_20260720170433174129,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:33.174111+08:00,
VA_dy_v001_20260720170433184763,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:33.184730+08:00,
VA_dy_v002_20260720170433189339,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:33.189320+08:00,
VA_dy_v003_20260720170433196013,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:33.195991+08:00,
VA_dy_v001_20260720170433281313,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:33.281297+08:00,
VA_dy_v002_20260720170433285163,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:33.285145+08:00,
VA_dy_v003_20260720170433293310,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:33.293276+08:00,
VA_dy_v001_20260720170433303097,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:33.303074+08:00,
VA_dy_v002_20260720170433307240,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:33.307205+08:00,
VA_dy_v003_20260720170433313151,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:33.313131+08:00,
VA_dy_v001_20260720170433323240,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:33.323226+08:00,
VA_dy_v002_20260720170433328724,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:33.328699+08:00,
VA_dy_v003_20260720170433337514,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:33.337492+08:00,
VA_dy_v001_20260720170433354625,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:33.354604+08:00,
VA_dy_v002_20260720170433358400,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:33.358383+08:00,
VA_dy_v003_20260720170433370437,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:33.370398+08:00,
VA_dy_v001_20260720170433382064,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:04:33.382032+08:00,
VA_dy_v002_20260720170433388283,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:04:33.388263+08:00,
VA_dy_v003_20260720170433396977,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:04:33.396950+08:00,
VA_dy_v001_20260720173944864273,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:39:44.864250+08:00,
VA_dy_v002_20260720173944868343,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:39:44.868325+08:00,
VA_dy_v003_20260720173944875011,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:39:44.874964+08:00,
VA_dy_v001_20260720173944885820,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:39:44.885716+08:00,
VA_dy_v002_20260720173944894226,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:39:44.894064+08:00,
VA_dy_v003_20260720173944901141,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:39:44.901081+08:00,
VA_dy_v001_20260720173944915960,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:39:44.915939+08:00,
VA_dy_v002_20260720173944922385,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:39:44.922359+08:00,
VA_dy_v003_20260720173944931610,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:39:44.931563+08:00,
